title,date,days,tokens,stem,lemma,pos_tags,named_entities
Free online course on statistical shape modelling,8 points by shapemean 19 days ago  | discuss,19,"['free', 'online', 'course', 'statistical', 'shape', 'modelling']",Free online course on statistical shape model,Free online course on statistical shape modelling,"[('Free', 'JJ'), ('online', 'NN'), ('course', 'NN'), ('on', 'IN'), ('statistical', 'JJ'), ('shape', 'NN'), ('modelling', 'NN')]",['Free']
"Don't worry about deep learning, deepen your understanding of causality instead",22 points by yanir 31 days ago  | discuss,31,"['worry', 'deep', 'learning', 'deepen', 'understanding', 'causality', 'instead']","Don't worry about deep learning, deepen your understanding of causality instead","Don't worry about deep learning, deepen your understanding of causality instead","[('Don', 'NNP'), (""'"", 'POS'), ('t', 'NN'), ('worry', 'VBP'), ('about', 'IN'), ('deep', 'JJ'), ('learning', 'NN'), (',', ','), ('deepen', 'VB'), ('your', 'PRP$'), ('understanding', 'NN'), ('of', 'IN'), ('causality', 'NN'), ('instead', 'RB')]",['Don']
Skizze - A high throughput probabilistic data structure service and storage,2 points by seiflotfy 8 days ago  | discuss,8,"['skizze', 'high', 'throughput', 'probabilistic', 'data', 'structure', 'service', 'storage']",Skizze - A high throughput probabilistic data structure service and storag,Skizze - A high throughput probabilistic data structure service and storage,"[('Skizze', 'NNP'), ('-', ':'), ('A', 'DT'), ('high', 'JJ'), ('throughput', 'NN'), ('probabilistic', 'JJ'), ('data', 'NNS'), ('structure', 'NN'), ('service', 'NN'), ('and', 'CC'), ('storage', 'NN')]",['Skizze']
Work with private repositories and other updates of the FlyElephant platform,2 points by m31 9 days ago  | discuss,9,"['work', 'private', 'repositories', 'updates', 'flyelephant', 'platform']",Work with private repositories and other updates of the FlyElephant platform,Work with private repositories and other updates of the FlyElephant platform,"[('Work', 'NN'), ('with', 'IN'), ('private', 'JJ'), ('repositories', 'NNS'), ('and', 'CC'), ('other', 'JJ'), ('updates', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('FlyElephant', 'NNP'), ('platform', 'NN')]","['Work', 'FlyElephant']"
How to import XML to almost anywhere,4 points by Jammink 14 days ago  | discuss,14,"['import', 'xml', 'almost', 'anywhere']",How to import XML to almost anywher,How to import XML to almost anywhere,"[('How', 'WRB'), ('to', 'TO'), ('import', 'VB'), ('XML', 'NN'), ('to', 'TO'), ('almost', 'RB'), ('anywhere', 'VB')]",['XML']
Optimizing Notification Timing for One Signal,8 points by megandias 20 days ago  | discuss,20,"['optimizing', 'notification', 'timing', 'one', 'signal']",Optimizing Notification Timing for One Sign,Optimizing Notification Timing for One Signal,"[('Optimizing', 'VBG'), ('Notification', 'NNP'), ('Timing', 'NNP'), ('for', 'IN'), ('One', 'CD'), ('Signal', 'NNP')]",[]
Survival Analysis of Cricket Player Careers,8 points by keshav92 20 days ago  | 6 comments,20,"['survival', 'analysis', 'cricket', 'player', 'careers']",Survival Analysis of Cricket Player Car,Survival Analysis of Cricket Player Careers,"[('Survival', 'JJ'), ('Analysis', 'NN'), ('of', 'IN'), ('Cricket', 'NNP'), ('Player', 'NNP'), ('Careers', 'NNP')]",['Cricket Player Careers']
Generate image analogies using neural matching and blending,2 points by pmigdal 9 days ago  | discuss,9,"['generate', 'image', 'analogies', 'using', 'neural', 'matching', 'blending']",Generate image analogies using neural matching and blend,Generate image analogies using neural matching and blending,"[('Generate', 'NNP'), ('image', 'NN'), ('analogies', 'NNS'), ('using', 'VBG'), ('neural', 'JJ'), ('matching', 'NN'), ('and', 'CC'), ('blending', 'NN')]",['Generate']
"Analyzing 1.8M tweets from Super Bowl 50 (Twython, Twitter API, AYLIEN)",4 points by mikewally 14 days ago  | discuss,14,"['analyzing', '1', '8m', 'tweets', 'super', 'bowl', '50', 'twython', 'twitter', 'api', 'aylien']","Analyzing 1.8M tweets from Super Bowl 50 (Twython, Twitter API, AYLIEN)","Analyzing 1.8M tweets from Super Bowl 50 (Twython, Twitter API, AYLIEN)","[('Analyzing', 'VBG'), ('1', 'CD'), ('.', '.'), ('8M', 'CD'), ('tweets', 'NNS'), ('from', 'IN'), ('Super', 'NNP'), ('Bowl', 'NNP'), ('50', 'CD'), ('(', '('), ('Twython', 'NNP'), (',', ','), ('Twitter', 'NNP'), ('API', 'NNP'), (',', ','), ('AYLIEN', 'NNP'), (')', ')')]","['Super Bowl', 'Twython', 'Twitter API', 'AYLIEN']"
Newly released sklearn compatible library of categorical encoders,7 points by wdm0006 19 days ago  | discuss,19,"['newly', 'released', 'sklearn', 'compatible', 'library', 'categorical', 'encoders']",Newly released sklearn compatible library of categorical encod,Newly released sklearn compatible library of categorical encoders,"[('Newly', 'RB'), ('released', 'VBN'), ('sklearn', 'NN'), ('compatible', 'JJ'), ('library', 'NN'), ('of', 'IN'), ('categorical', 'JJ'), ('encoders', 'NNS')]",[]
Watch Tiny Neural Nets Learn,4 points by swanint 15 days ago  | discuss,15,"['watch', 'tiny', 'neural', 'nets', 'learn']",Watch Tiny Neural Nets Learn,Watch Tiny Neural Nets Learn,"[('Watch', 'NNP'), ('Tiny', 'NNP'), ('Neural', 'NNP'), ('Nets', 'NNP'), ('Learn', 'NNP')]",['Watch Tiny Neural Nets Learn']
Four pitfalls of hill climbing: An animated look,5 points by csaid81 17 days ago  | discuss,17,"['four', 'pitfalls', 'hill', 'climbing', 'animated', 'look']",Four pitfalls of hill climbing: An animated look,Four pitfalls of hill climbing: An animated look,"[('Four', 'CD'), ('pitfalls', 'NNS'), ('of', 'IN'), ('hill', 'NN'), ('climbing', 'VBG'), (':', ':'), ('An', 'DT'), ('animated', 'JJ'), ('look', 'NN')]",[]
"Decision Forests, Convolutional Networks and the Models in-Between",2 points by ebellm 10 days ago  | discuss,10,"['decision', 'forests', 'convolutional', 'networks', 'models']","Decision Forests, Convolutional Networks and the Models in-Between","Decision Forests, Convolutional Networks and the Models in-Between","[('Decision', 'NN'), ('Forests', 'NNS'), (',', ','), ('Convolutional', 'NNP'), ('Networks', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Models', 'NNP'), ('in', 'IN'), ('-', ':'), ('Between', 'NN')]","['Convolutional Networks', 'Models']"
How a Math Genius Hacked OkCupid to Find True Love,15 points by roh_codeur 28 days ago  | discuss,28,"['math', 'genius', 'hacked', 'okcupid', 'find', 'true', 'love']",How a Math Genius Hacked OkCupid to Find True Lov,How a Math Genius Hacked OkCupid to Find True Love,"[('How', 'WRB'), ('a', 'DT'), ('Math', 'NNP'), ('Genius', 'NNP'), ('Hacked', 'NNP'), ('OkCupid', 'NNP'), ('to', 'TO'), ('Find', 'VB'), ('True', 'JJ'), ('Love', 'NNP')]",['True Love']
No developers for PyLearn2,3 points by tfturing 13 days ago  | discuss,13,"['developers', 'pylearn2']",No developers for PyLearn2,No developers for PyLearn2,"[('No', 'DT'), ('developers', 'NNS'), ('for', 'IN'), ('PyLearn2', 'NN')]",['PyLearn2']
Density Estimation with Dirichlet Process Mixtures using PyMC3,6 points by MidsizeBlowfish 19 days ago  | discuss,19,"['density', 'estimation', 'dirichlet', 'process', 'mixtures', 'using', 'pymc3']",Density Estimation with Dirichlet Process Mixtures using PyMC3,Density Estimation with Dirichlet Process Mixtures using PyMC3,"[('Density', 'NNP'), ('Estimation', 'NNP'), ('with', 'IN'), ('Dirichlet', 'NNP'), ('Process', 'NNP'), ('Mixtures', 'NNP'), ('using', 'VBG'), ('PyMC3', 'NNP')]","['Density Estimation', 'Dirichlet Process Mixtures', 'PyMC3']"
Using survival analysis and git-pandas to estimate code quality,3 points by wdm0006 14 days ago  | discuss,14,"['using', 'survival', 'analysis', 'git', 'pandas', 'estimate', 'code', 'quality']",Using survival analysis and git-pandas to estimate code qu,Using survival analysis and git-pandas to estimate code quality,"[('Using', 'VBG'), ('survival', 'JJ'), ('analysis', 'NN'), ('and', 'CC'), ('git', 'JJ'), ('-', ':'), ('pandas', 'NN'), ('to', 'TO'), ('estimate', 'VB'), ('code', 'NN'), ('quality', 'NN')]",[]
An Analysis of the Flint Michigan Water Crisis: Part 1 Initial Corrosivity,3 points by JHorn 14 days ago  | discuss,14,"['analysis', 'flint', 'michigan', 'water', 'crisis', 'part', '1', 'initial', 'corrosivity']",An Analysis of the Flint Michigan Water Crisis: Part 1 Initial Corros,An Analysis of the Flint Michigan Water Crisis: Part 1 Initial Corrosivity,"[('An', 'DT'), ('Analysis', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Flint', 'NNP'), ('Michigan', 'NNP'), ('Water', 'NNP'), ('Crisis', 'NNP'), (':', ':'), ('Part', 'NN'), ('1', 'CD'), ('Initial', 'NNP'), ('Corrosivity', 'NNP')]",['Flint Michigan Water']
An Analysis of Republican Twitter Follower Interests,6 points by michelangelo 20 days ago  | discuss,20,"['analysis', 'republican', 'twitter', 'follower', 'interests']",An Analysis of Republican Twitter Follower Interest,An Analysis of Republican Twitter Follower Interests,"[('An', 'DT'), ('Analysis', 'NN'), ('of', 'IN'), ('Republican', 'JJ'), ('Twitter', 'NNP'), ('Follower', 'NNP'), ('Interests', 'NNS')]",['Republican Twitter Follower']
Introduction to ML talk,8 points by cjbayesian 23 days ago  | discuss,23,"['introduction', 'ml', 'talk']",Introduction to ML talk,Introduction to ML talk,"[('Introduction', 'NN'), ('to', 'TO'), ('ML', 'NNP'), ('talk', 'NN')]",[]
GloVe vs word2vec revisited,3 points by pmigdal 14 days ago  | discuss,14,"['glove', 'vs', 'word2vec', 'revisited']",GloVe vs word2vec revisit,GloVe vs word2vec revisited,"[('GloVe', 'NNP'), ('vs', 'NN'), ('word2vec', 'NN'), ('revisited', 'VBD')]",['GloVe']
Undergrad Data Analysis/Science internships SF Bay?,3 points by tctctc 9 days ago  | 5 comments,9,"['undergrad', 'data', 'analysis', 'science', 'internships', 'sf', 'bay']",Undergrad Data Analysis/Science internships SF Bay?,Undergrad Data Analysis/Science internships SF Bay?,"[('Undergrad', 'NNP'), ('Data', 'NNP'), ('Analysis', 'NNP'), ('/', 'NNP'), ('Science', 'NNP'), ('internships', 'NNS'), ('SF', 'NNP'), ('Bay', 'NNP'), ('?', '.')]",['Undergrad Data Analysis']
The Role of Statistical Significance in Growth Hacking,6 points by rawls234 21 days ago  | discuss,21,"['role', 'statistical', 'significance', 'growth', 'hacking']",The Role of Statistical Significance in Growth Hack,The Role of Statistical Significance in Growth Hacking,"[('The', 'DT'), ('Role', 'NNP'), ('of', 'IN'), ('Statistical', 'NNP'), ('Significance', 'NNP'), ('in', 'IN'), ('Growth', 'NNP'), ('Hacking', 'NNP')]","['Statistical Significance', 'Growth Hacking']"
Data Science Course @ Harvard,7 points by rahmaniacc 23 days ago  | 2 comments,23,"['data', 'science', 'course', '@', 'harvard']",Data Science Course @ Harvard,Data Science Course @ Harvard,"[('Data', 'NNP'), ('Science', 'NNP'), ('Course', 'NNP'), ('@', 'NNP'), ('Harvard', 'NNP')]",['Data Science Course']
Principal Component Projection Without Principal Component Analysis,6 points by genofon 21 days ago  | discuss,21,"['principal', 'component', 'projection', 'without', 'principal', 'component', 'analysis']",Principal Component Projection Without Principal Component Analysi,Principal Component Projection Without Principal Component Analysis,"[('Principal', 'JJ'), ('Component', 'NNP'), ('Projection', 'NNP'), ('Without', 'IN'), ('Principal', 'NNP'), ('Component', 'NNP'), ('Analysis', 'NN')]",['Principal']
"Machine Learning: An In-Depth, Non-Technical Guide - Part 3",7 points by innoarchitech 23 days ago  | discuss,23,"['machine', 'learning', 'depth', 'non', 'technical', 'guide', 'part', '3']","Machine Learning: An In-Depth, Non-Technical Guide - Part 3","Machine Learning: An In-Depth, Non-Technical Guide - Part 3","[('Machine', 'NN'), ('Learning', 'NNP'), (':', ':'), ('An', 'DT'), ('In', 'IN'), ('-', ':'), ('Depth', 'NN'), (',', ','), ('Non', 'NNP'), ('-', ':'), ('Technical', 'NNP'), ('Guide', 'NNP'), ('-', ':'), ('Part', 'NN'), ('3', 'CD')]","['Machine Learning', 'Non', 'Technical Guide']"
Stochastic Dummy Boosting,2 points by mikeskim 12 days ago  | discuss,12,"['stochastic', 'dummy', 'boosting']",Stochastic Dummy Boost,Stochastic Dummy Boosting,"[('Stochastic', 'JJ'), ('Dummy', 'NNP'), ('Boosting', 'NNP')]",['Stochastic Dummy']
Interactive Map: Hong-Kong through The Lense of Instagram,2 points by BrianN 13 days ago  | discuss,13,"['interactive', 'map', 'hong', 'kong', 'lense', 'instagram']",Interactive Map: Hong-Kong through The Lense of Instagram,Interactive Map: Hong-Kong through The Lense of Instagram,"[('Interactive', 'JJ'), ('Map', 'NN'), (':', ':'), ('Hong', 'NNP'), ('-', ':'), ('Kong', 'NNP'), ('through', 'IN'), ('The', 'DT'), ('Lense', 'NNP'), ('of', 'IN'), ('Instagram', 'NNP')]","['Hong', 'Kong']"
Data Science at Monsanto,3 points by doctorcroc 16 days ago  | discuss,16,"['data', 'science', 'monsanto']",Data Science at Monsanto,Data Science at Monsanto,"[('Data', 'NNP'), ('Science', 'NNP'), ('at', 'IN'), ('Monsanto', 'NNP')]","['Data Science', 'Monsanto']"
Data Science at Instacart,11 points by jeremystan 28 days ago  | 3 comments,28,"['data', 'science', 'instacart']",Data Science at Instacart,Data Science at Instacart,"[('Data', 'NNP'), ('Science', 'NNP'), ('at', 'IN'), ('Instacart', 'NNP')]","['Data Science', 'Instacart']"
Building a Streaming Search Platform,6 points by ddrum001 22 days ago  | discuss,22,"['building', 'streaming', 'search', 'platform']",Building a Streaming Search Platform,Building a Streaming Search Platform,"[('Building', 'VBG'), ('a', 'DT'), ('Streaming', 'NNP'), ('Search', 'NNP'), ('Platform', 'NNP')]",[]
A Sneak Peak of the Cloud: the 2 Minute Intro for Beginners,2 points by andymaheshw 14 days ago  | discuss,14,"['sneak', 'peak', 'cloud', '2', 'minute', 'intro', 'beginners']",A Sneak Peak of the Cloud: the 2 Minute Intro for Beginn,A Sneak Peak of the Cloud: the 2 Minute Intro for Beginners,"[('A', 'DT'), ('Sneak', 'NNP'), ('Peak', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Cloud', 'NNP'), (':', ':'), ('the', 'DT'), ('2', 'CD'), ('Minute', 'NNP'), ('Intro', 'NNP'), ('for', 'IN'), ('Beginners', 'NNP')]",['Sneak Peak']
Win-Vector video courses: price/status changes,2 points by jmount 14 days ago  | discuss,14,"['win', 'vector', 'video', 'courses', 'price', 'status', 'changes']",Win-Vector video courses: price/status chang,Win-Vector video courses: price/status changes,"[('Win', 'NNP'), ('-', ':'), ('Vector', 'NNP'), ('video', 'NN'), ('courses', 'NNS'), (':', ':'), ('price', 'NN'), ('/', 'NN'), ('status', 'NN'), ('changes', 'NNS')]","['Win', 'Vector']"
50+ Data Science and Machine Learning Cheat Sheets,20 points by elyase 36 days ago  | 1 comment,36,"['50', '+', 'data', 'science', 'machine', 'learning', 'cheat', 'sheets']",50+ Data Science and Machine Learning Cheat Sheet,50+ Data Science and Machine Learning Cheat Sheets,"[('50', 'CD'), ('+', 'JJ'), ('Data', 'NNP'), ('Science', 'NNP'), ('and', 'CC'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Cheat', 'NNP'), ('Sheets', 'NNS')]","['Data Science', 'Machine Learning Cheat']"
One More Reason Not To Be Scared of Deep Learning,2 points by amplifier_khan 15 days ago  | discuss,15,"['one', 'reason', 'scared', 'deep', 'learning']",One More Reason Not To Be Scared of Deep Learn,One More Reason Not To Be Scared of Deep Learning,"[('One', 'CD'), ('More', 'JJR'), ('Reason', 'NNP'), ('Not', 'RB'), ('To', 'TO'), ('Be', 'VB'), ('Scared', 'NNP'), ('of', 'IN'), ('Deep', 'NNP'), ('Learning', 'NNP')]","['Reason', 'Deep Learning']"
Visual Logic Authoring vs Code,2 points by AnnaOnTheWeb 15 days ago  | discuss,15,"['visual', 'logic', 'authoring', 'vs', 'code']",Visual Logic Authoring vs Cod,Visual Logic Authoring vs Code,"[('Visual', 'JJ'), ('Logic', 'NNP'), ('Authoring', 'NNP'), ('vs', 'NN'), ('Code', 'NNP')]",['Visual Logic']
Data Science in Python online training with hands-on experience,2 points by Puneet 15 days ago  | discuss,15,"['data', 'science', 'python', 'online', 'training', 'hands', 'experience']",Data Science in Python online training with hands-on experi,Data Science in Python online training with hands-on experience,"[('Data', 'NNP'), ('Science', 'NNP'), ('in', 'IN'), ('Python', 'NNP'), ('online', 'JJ'), ('training', 'NN'), ('with', 'IN'), ('hands', 'NNS'), ('-', ':'), ('on', 'IN'), ('experience', 'NN')]","['Data Science', 'Python']"
Viewing the US Presidential Primary Through the Lens of Twitter,8 points by michelangelo 27 days ago  | discuss,27,"['viewing', 'us', 'presidential', 'primary', 'lens', 'twitter']",Viewing the US Presidential Primary Through the Lens of Twitt,Viewing the US Presidential Primary Through the Lens of Twitter,"[('Viewing', 'VBG'), ('the', 'DT'), ('US', 'NNP'), ('Presidential', 'NNP'), ('Primary', 'NNP'), ('Through', 'IN'), ('the', 'DT'), ('Lens', 'NNP'), ('of', 'IN'), ('Twitter', 'NNP')]",['US']
Caffe on Spark open sourced,4 points by rahmaniacc 21 days ago  | discuss,21,"['caffe', 'spark', 'open', 'sourced']",Caffe on Spark open sourc,Caffe on Spark open sourced,"[('Caffe', 'NNP'), ('on', 'IN'), ('Spark', 'NNP'), ('open', 'JJ'), ('sourced', 'VBD')]","['Caffe', 'Spark']"
The Ethical Data Scientist,5 points by tfturing 23 days ago  | discuss,23,"['ethical', 'data', 'scientist']",The Ethical Data Scientist,The Ethical Data Scientist,"[('The', 'DT'), ('Ethical', 'NNP'), ('Data', 'NNP'), ('Scientist', 'NN')]",['Ethical Data']
Answers to Frequently Asked Questions in Machine Learning,3 points by rasbt 15 days ago  | discuss,15,"['answers', 'frequently', 'asked', 'questions', 'machine', 'learning']",Answers to Frequently Asked Questions in Machine Learn,Answers to Frequently Asked Questions in Machine Learning,"[('Answers', 'NNS'), ('to', 'TO'), ('Frequently', 'NNP'), ('Asked', 'NNP'), ('Questions', 'NNS'), ('in', 'IN'), ('Machine', 'NNP'), ('Learning', 'NNP')]","['Frequently Asked', 'Machine Learning']"
Intro to A/B Testing and P-Values,2 points by randyzwitch 16 days ago  | discuss,16,"['intro', 'b', 'testing', 'p', 'values']",Intro to A/B Testing and P-Valu,Intro to A/B Testing and P-Values,"[('Intro', 'NNP'), ('to', 'TO'), ('A', 'NNP'), ('/', 'NNP'), ('B', 'NNP'), ('Testing', 'NNP'), ('and', 'CC'), ('P', 'NNP'), ('-', ':'), ('Values', 'NNS')]",['Intro']
Visualizing State Level Data With R and Statebins,2 points by usujason 16 days ago  | discuss,16,"['visualizing', 'state', 'level', 'data', 'r', 'statebins']",Visualizing State Level Data With R and Statebin,Visualizing State Level Data With R and Statebins,"[('Visualizing', 'VBG'), ('State', 'NNP'), ('Level', 'NNP'), ('Data', 'NNP'), ('With', 'IN'), ('R', 'NNP'), ('and', 'CC'), ('Statebins', 'NNP')]",[]
"Probabilistic Graphical Models slides & video lectures (Eric Xing, CMU)",4 points by ororm 21 days ago  | discuss,21,"['probabilistic', 'graphical', 'models', 'slides', '&', 'video', 'lectures', 'eric', 'xing', 'cmu']","Probabilistic Graphical Models slides & video lectures (Eric Xing, CMU)","Probabilistic Graphical Models slides & video lectures (Eric Xing, CMU)","[('Probabilistic', 'JJ'), ('Graphical', 'NNP'), ('Models', 'NNP'), ('slides', 'VBZ'), ('&', 'CC'), ('video', 'NN'), ('lectures', 'NNS'), ('(', '('), ('Eric', 'NNP'), ('Xing', 'NNP'), (',', ','), ('CMU', 'NNP'), (')', ')')]","['Eric Xing', 'CMU']"
Sense2vec with spaCy and Gensim,9 points by elyase 30 days ago  | 2 comments,30,"['sense2vec', 'spacy', 'gensim']",Sense2vec with spaCy and Gensim,Sense2vec with spaCy and Gensim,"[('Sense2vec', 'NN'), ('with', 'IN'), ('spaCy', 'NN'), ('and', 'CC'), ('Gensim', 'NNP')]","['Sense2vec', 'spaCy', 'Gensim']"
How to Code and Understand DeepMind's Neural Stack Machine (in Python),2 points by genofon 17 days ago  | discuss,17,"['code', 'understand', 'deepmind', 'neural', 'stack', 'machine', 'python']",How to Code and Understand DeepMind's Neural Stack Machine (in Python),How to Code and Understand DeepMind's Neural Stack Machine (in Python),"[('How', 'WRB'), ('to', 'TO'), ('Code', 'NNP'), ('and', 'CC'), ('Understand', 'NNP'), ('DeepMind', 'NNP'), (""'"", 'POS'), ('s', 'JJ'), ('Neural', 'NNP'), ('Stack', 'NNP'), ('Machine', 'NNP'), ('(', '('), ('in', 'IN'), ('Python', 'NNP'), (')', ')')]","['Code', 'Understand DeepMind', 'Python']"
How to make polished Jupyter presentations with optional code visibility,9 points by csaid81 30 days ago  | discuss,30,"['make', 'polished', 'jupyter', 'presentations', 'optional', 'code', 'visibility']",How to make polished Jupyter presentations with optional code vis,How to make polished Jupyter presentations with optional code visibility,"[('How', 'WRB'), ('to', 'TO'), ('make', 'VB'), ('polished', 'JJ'), ('Jupyter', 'NNP'), ('presentations', 'NNS'), ('with', 'IN'), ('optional', 'JJ'), ('code', 'NN'), ('visibility', 'NN')]",[]
How to become a Bayesian in eight easy steps,17 points by EtzA 38 days ago  | 1 comment,38,"['become', 'bayesian', 'eight', 'easy', 'steps']",How to become a Bayesian in eight easy step,How to become a Bayesian in eight easy steps,"[('How', 'WRB'), ('to', 'TO'), ('become', 'VB'), ('a', 'DT'), ('Bayesian', 'JJ'), ('in', 'IN'), ('eight', 'CD'), ('easy', 'JJ'), ('steps', 'NNS')]",['Bayesian']
Optimizing .*:  Details of Vectorization and Metaprogramming in Julia,4 points by randyzwitch 23 days ago  | discuss,23,"['optimizing', '.*:', 'details', 'vectorization', 'metaprogramming', 'julia']",Optimizing .*:  Details of Vectorization and Metaprogramming in Julia,Optimizing .*:  Details of Vectorization and Metaprogramming in Julia,"[('Optimizing', 'VBG'), ('.*:', 'NNP'), ('Details', 'NNP'), ('of', 'IN'), ('Vectorization', 'NNP'), ('and', 'CC'), ('Metaprogramming', 'NNP'), ('in', 'IN'), ('Julia', 'NNP')]",['Julia']
IBM certified Apache Spark Online Training,8 points by divya_jain 29 days ago  | discuss,29,"['ibm', 'certified', 'apache', 'spark', 'online', 'training']",IBM certified Apache Spark Online Train,IBM certified Apache Spark Online Training,"[('IBM', 'NNP'), ('certified', 'VBD'), ('Apache', 'NNP'), ('Spark', 'NNP'), ('Online', 'NNP'), ('Training', 'NN')]","['IBM', 'Apache Spark Online']"
Geographic Data Science course,2 points by rk 18 days ago  | discuss,18,"['geographic', 'data', 'science', 'course']",Geographic Data Science cours,Geographic Data Science course,"[('Geographic', 'NNP'), ('Data', 'NNP'), ('Science', 'NNP'), ('course', 'NN')]",['Geographic Data Science']
"The Daily Mail Stole My Visualization, Twice",5 points by thehoff 26 days ago  | 1 comment,26,"['daily', 'mail', 'stole', 'visualization', 'twice']","The Daily Mail Stole My Visualization, Twic","The Daily Mail Stole My Visualization, Twice","[('The', 'DT'), ('Daily', 'NNP'), ('Mail', 'NNP'), ('Stole', 'NNP'), ('My', 'NNP'), ('Visualization', 'NNP'), (',', ','), ('Twice', 'NNP')]",['Daily Mail Stole My Visualization']
Ensemble Methods: Improved Machine Learning Results,9 points by PyBloggers 32 days ago  | discuss,32,"['ensemble', 'methods', 'improved', 'machine', 'learning', 'results']",Ensemble Methods: Improved Machine Learning Result,Ensemble Methods: Improved Machine Learning Results,"[('Ensemble', 'JJ'), ('Methods', 'NNS'), (':', ':'), ('Improved', 'VBN'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Results', 'NNP')]",['Machine Learning Results']
Apache Spark and unsupervised learning in security,2 points by gradientflow 20 days ago  | discuss,20,"['apache', 'spark', 'unsupervised', 'learning', 'security']",Apache Spark and unsupervised learning in secur,Apache Spark and unsupervised learning in security,"[('Apache', 'NNP'), ('Spark', 'NNP'), ('and', 'CC'), ('unsupervised', 'JJ'), ('learning', 'NN'), ('in', 'IN'), ('security', 'NN')]",['Apache Spark']
MachineJS: Automated machine learning- just give it a data file!,2 points by dsernst 20 days ago  | discuss,20,"['machinejs', 'automated', 'machine', 'learning', 'give', 'data', 'file']",MachineJS: Automated machine learning- just give it a data file!,MachineJS: Automated machine learning- just give it a data file!,"[('MachineJS', 'NN'), (':', ':'), ('Automated', 'VBN'), ('machine', 'NN'), ('learning', 'VBG'), ('-', ':'), ('just', 'RB'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('data', 'NN'), ('file', 'NN'), ('!', '.')]",['MachineJS']
Kafka Producer Latency with Large Topic Counts,2 points by marklit 20 days ago  | discuss,20,"['kafka', 'producer', 'latency', 'large', 'topic', 'counts']",Kafka Producer Latency with Large Topic Count,Kafka Producer Latency with Large Topic Counts,"[('Kafka', 'NNP'), ('Producer', 'NNP'), ('Latency', 'NNP'), ('with', 'IN'), ('Large', 'NNP'), ('Topic', 'NNP'), ('Counts', 'NNP')]","['Kafka Producer Latency', 'Large Topic Counts']"
The NSA???s SKYNET program may be killing thousands of innocent people,6 points by zlipp 29 days ago  | discuss,29,"['nsa', '???', 'skynet', 'program', 'may', 'killing', 'thousands', 'innocent', 'people']",The NSA???s SKYNET program may be killing thousands of innocent peopl,The NSA???s SKYNET program may be killing thousands of innocent people,"[('The', 'DT'), ('NSA', 'NNP'), ('???', 'NNP'), ('s', 'JJ'), ('SKYNET', 'NNP'), ('program', 'NN'), ('may', 'MD'), ('be', 'VB'), ('killing', 'VBG'), ('thousands', 'NNS'), ('of', 'IN'), ('innocent', 'JJ'), ('people', 'NNS')]",['NSA']
Overoptimizing: a story about kaggle,3 points by wdm0006 24 days ago  | discuss,24,"['overoptimizing', 'story', 'kaggle']",Overoptimizing: a story about kaggl,Overoptimizing: a story about kaggle,"[('Overoptimizing', 'NN'), (':', ':'), ('a', 'DT'), ('story', 'NN'), ('about', 'IN'), ('kaggle', 'NN')]",[]
"Big Dimensions, and What You Can Do About It",2 points by ramsey 21 days ago  | discuss,21,"['big', 'dimensions']","Big Dimensions, and What You Can Do About It","Big Dimensions, and What You Can Do About It","[('Big', 'JJ'), ('Dimensions', 'NNS'), (',', ','), ('and', 'CC'), ('What', 'WP'), ('You', 'PRP'), ('Can', 'MD'), ('Do', 'VB'), ('About', 'IN'), ('It', 'PRP')]",[]
Automate Your Oscars Pool with R,2 points by jamesdreiss 21 days ago  | discuss,21,"['automate', 'oscars', 'pool', 'r']",Automate Your Oscars Pool with R,Automate Your Oscars Pool with R,"[('Automate', 'VB'), ('Your', 'PRP$'), ('Oscars', 'NNP'), ('Pool', 'NNP'), ('with', 'IN'), ('R', 'NNP')]",['Oscars Pool']
Signal Processing with LIGO GW150914 data,9 points by tfturing 33 days ago  | discuss,33,"['signal', 'processing', 'ligo', 'gw150914', 'data']",Signal Processing with LIGO GW150914 data,Signal Processing with LIGO GW150914 data,"[('Signal', 'JJ'), ('Processing', 'VBG'), ('with', 'IN'), ('LIGO', 'NNP'), ('GW150914', 'NNP'), ('data', 'NNS')]",['LIGO']
Overview of DeZyre and Coursera Data Science Course,5 points by ann928 28 days ago  | discuss,28,"['overview', 'dezyre', 'coursera', 'data', 'science', 'course']",Overview of DeZyre and Coursera Data Science Cours,Overview of DeZyre and Coursera Data Science Course,"[('Overview', 'NN'), ('of', 'IN'), ('DeZyre', 'NNP'), ('and', 'CC'), ('Coursera', 'NNP'), ('Data', 'NNP'), ('Science', 'NNP'), ('Course', 'NNP')]","['Overview', 'DeZyre', 'Coursera Data Science Course']"
Upcoming Datathon in NYC,2 points by VicTrey 22 days ago  | discuss,22,"['upcoming', 'datathon', 'nyc']",Upcoming Datathon in NYC,Upcoming Datathon in NYC,"[('Upcoming', 'VBG'), ('Datathon', 'NNP'), ('in', 'IN'), ('NYC', 'NNP')]","['Datathon', 'NYC']"
